text,author,likes,replyCount,cleaned_text
"Trump is totally unhinged, it is absolutely necessary for him to leave power, he is a danger to all humanity",@saltoangellosroquesvenezue6248,0,0,trump is totally unhinged it is absolutely necessary for him to leave power he is a danger to all humanity
lets see how many supporters go on pretzel mode,@brankobelfranin8815,0,0,lets see how many supporters go on pretzel mode
Why is it the public thinks A.I. is just being created now?.We now have the means to communicate with this intelligence(that's not artificial)That's as old as time itself.We are in endless simulations to observe the different results.The world is a stage 🌎,@kenpaupst,0,0,why is it the public thinks ai is just being created nowwe now have the means to communicate with this intelligencethats not artificialthats as old as time itselfwe are in endless simulations to observe the different resultsthe world is a stage globe_showing_Americas
"What's next, president Camacho?",@ioanioan2657,0,0,whats next president camacho
Let's face the fact that the president of the US is a lunatic!!,@A-md3uz,3,0,lets face the fact that the president of the us is a lunatic
I have to see the Facebook comments about this 😭,@kaynobee22,0,0,i have to see the facebook comments about this loudly_crying_face
Let's crowdfund a time machine everybody,@nicoledreamcr4666,0,0,lets crowdfund a time machine everybody
Why do the belly dancers have beards 😂,@Vito-2005,2,2,why do the belly dancers have beards face_with_tears_of_joy
"So, he shares a cartoonish version of the possibilities of what Gaza could become. I don't see any harm in that. I'm quite sure the average Gazan would rather live in luxury than what they've been living in for almost a century now.",@jamesiii2330,0,0,so he shares a cartoonish version of the possibilities of what gaza could become i dont see any harm in that im quite sure the average gazan would rather live in luxury than what theyve been living in for almost a century now
there are no words..... 🤢,@krisztinabencze4726,2,0,there are no words nauseated_face
Feast and dance the DEAL IS DONE,@shadowfax88,0,0,feast and dance the deal is done
Only when you thought you have seen it all,@EthanBlake2,2,0,only when you thought you have seen it all
Breaded belly dancers are next,@EthanBlake2,1,0,breaded belly dancers are next
America's first crackhead president delivers....,@darylmcintyre3838,0,0,americas first crackhead president delivers
"You calling it bizarre ? Is that the first word that came to your mind to describe this monstruosity ? Let me give you few adjectives you could have use instead : Scary, shameful, disgusting, ridiculous, outrageous...Stop minimizing what is now a dangerous reality.",@OhleKiki,0,0,you calling it bizarre  is that the first word that came to your mind to describe this monstruosity  let me give you few adjectives you could have use instead  scary shameful disgusting ridiculous outrageousstop minimizing what is now a dangerous reality
He is Elon Musk's dog!,@timeless-ep3po,1,0,he is elon musks dog
Americans elected Jimmy De Santa from GTA5 to run their country.,@amisotheist,2,0,americans elected jimmy de santa from gta to run their country
"The most Black Mirror thing I have ever witnessed. Omg, actually can't believe he posted this. How are republicans not embarrassed at this? Like how can you look at him as a leader who cares about you when he literally onky cares about money and creating anjther dubai for his own selfish interests?",@Natta44,0,0,the most black mirror thing i have ever witnessed omg actually cant believe he posted this how are republicans not embarrassed at this like how can you look at him as a leader who cares about you when he literally onky cares about money and creating anjther dubai for his own selfish interests
"I mean, all things considered, I think it's better to live in a riviera than in a place completely destroyed by war",@BartlomiejDmowski,4,5,i mean all things considered i think its better to live in a riviera than in a place completely destroyed by war
I'd pay to visit it though. Like this comment if you would too. Be honest guys 😅,@christinerose8050,1,0,id pay to visit it though like this comment if you would too be honest guys smiling_face_with_open_mouth_&_cold_sweat
"Sick. The images of a gold Trump, the words of the song are concerning. Gave me bad strange vibes. Do not ignore it. He is showing himself. With musk.",@l.k.1111,1,0,sick the images of a gold trump the words of the song are concerning gave me bad strange vibes do not ignore it he is showing himself with musk
"This should not be endorsed for any reasonEurope, Canada, Japan and all other countries should strongly oppose this.",@international-F3000,0,0,this should not be endorsed for any reasoneurope canada japan and all other countries should strongly oppose this
Belly dancers have beards at 0:15  🤔,@dojione7743,2,0,belly dancers have beards at   thinking_face
"He didnt make the AI. he just shared it like you. Prob blew his mind too. Gonna have to be more on the ball in what we see.Guardian adding old speech the AI  at end, has just become a new AI in itself that they did do!",@carole8169,0,0,he didnt make the ai he just shared it like you prob blew his mind too gonna have to be more on the ball in what we seeguardian adding old speech the ai  at end has just become a new ai in itself that they did do
I am so glad I never voted for this fool. This is beyond pathetic..smh,@carlossaenz7485,0,0,i am so glad i never voted for this fool this is beyond patheticsmh
All can see Donlad Trump is isolationist. Ha ha ha.,@michalxinski9127,0,0,all can see donlad trump is isolationist ha ha ha
Does anyone see the satire?,@lappynet,2,1,does anyone see the satire
THUMBS UP??? 👍🏼To show the idiocy and decadence.  Or THUMBS DOWN ????👎 because of the idiocy and decadence.,@sharongillesp,1,0,thumbs up thumbs_upmedium-light_skin_toneto show the idiocy and decadence  or thumbs down thumbs_down because of the idiocy and decadence
I should get pay for seeing this,@Stefano1109,0,0,i should get pay for seeing this
This is insane 😩,@NIGHTHAWK-8050,0,0,this is insane weary_face
This is most likely a trick deployed by the enemy. They're the only ones who create Trump statues. Don't believe it. It's a trick to manipulate your emotions.,@angelique544,0,1,this is most likely a trick deployed by the enemy theyre the only ones who create trump statues dont believe it its a trick to manipulate your emotions
Giving Kim Jung un energy😂,@djones3700,0,0,giving kim jung un energyface_with_tears_of_joy
Ew ew ew 🤢🤢🤢,@ParadiseQuestMangaka,0,0,ew ew ew nauseated_facenauseated_facenauseated_face
"This is visionary. True genius. What is the alternative? Constant war, relief programs and living in dirt because of extremists? DJT needs applauding!",@Geoff-z1t,3,1,this is visionary true genius what is the alternative constant war relief programs and living in dirt because of extremists djt needs applauding
"""Bizarre"" The Guardian?Only ""bizarre""?Would you have said the same if Putin published a video like that on Ukraine?History will tell who closed their eyes on genocides?",@PIayerJ,0,0,bizarre the guardianonly bizarrewould you have said the same if putin published a video like that on ukrainehistory will tell who closed their eyes on genocides
Bro we truly are in the darkest timeline,@Gobro-z1g,0,0,bro we truly are in the darkest timeline
Trump is an absolute fool.,@Corkboard753,1,0,trump is an absolute fool
This is gonna be hilarious to read on history's books,@jacfon2,0,0,this is gonna be hilarious to read on historys books
Make the World America Again.,@beyondthekarmamatrix,1,0,make the world america again
It's just the beginning,@Wizard-ox7ss,0,0,its just the beginning
"This kind of videos can may be creats 2.0 version of ""H***S"" To secure his own place. So dont underestimate the humans feelings",@marsookrahman4125,0,0,this kind of videos can may be creats  version of hs to secure his own place so dont underestimate the humans feelings
this will surely bring down the price of eggs,@extazy9944,1056,24,this will surely bring down the price of eggs
Imagine killing hundreds of thousands and parodying it with this video. Glad I am not American.,@hummingbir6,6,4,imagine killing hundreds of thousands and parodying it with this video glad i am not american
Shaytan Trump and Nethanjahu may your punishment be huge,@yasins2131,0,0,shaytan trump and nethanjahu may your punishment be huge
"You can't stop the force of stupidity, but you can change its direction",@robertwilk4,0,0,you cant stop the force of stupidity but you can change its direction
Trump's non-sense insanity is bringing many to their sanity senses I guess!,@theReformer2210,1,0,trumps nonsense insanity is bringing many to their sanity senses i guess
What an embarrassment for the US to have a nutcase as president Hes crazy,@Irishandproud2707,4,0,what an embarrassment for the us to have a nutcase as president hes crazy
South park or real life?,@danielmcallahan,2,0,south park or real life
He pushes our emaginations to the limits..That we are less shocked what will happen2030 ww3 is comming,@SeRadoful,0,0,he pushes our emaginations to the limitsthat we are less shocked what will happen ww is comming
Don't worry folks..the Palestinians can afford to stay,@tommybrown9534,0,0,dont worry folksthe palestinians can afford to stay
So you take a mass grave site and do what with it? Build condos?,@mikeutube7888,1,0,so you take a mass grave site and do what with it build condos
Tackling all the most important problems first,@theknight8036,4,0,tackling all the most important problems first
So bad or magnificent .which Donald,@ozozturk8177,0,0,so bad or magnificent which donald
Disgusting people running and ruining this country.,@metrodetroitbaseballclub7672,0,0,disgusting people running and ruining this country
0:27 literally a gold statue of our new lord and savior.,@altimmons,0,0, literally a gold statue of our new lord and savior
"This is a nightmare, it can't be real. What kind of man is him? Is he really so shameless?",@francomarabello2560,0,0,this is a nightmare it cant be real what kind of man is him is he really so shameless
It makes Las Vegas look almost tasteful.,@JamesAtkinson-bf9qk,0,0,it makes las vegas look almost tasteful
"..First prize in ideas, innovations and projects of shamelessness.",@Carlos-m2v1w,0,0,first prize in ideas innovations and projects of shamelessness
What is more impressive is that there are still people supporting this beast.,@angelinacar2,1,0,what is more impressive is that there are still people supporting this beast
Better than it is now. No doubt the raging left will find a way to complain.,@willojames9910,0,0,better than it is now no doubt the raging left will find a way to complain
"We didnt know we needed this song !!!!Once long time ago there was ONE KING, than they were many KINGS , now we only have KONGS WITHOUT BALLS, THAN THERE IS TRUMPY  THE KING OF TODAY KONGS WITHOUT BALLS",@jannovak1516,0,0,we didnt know we needed this song once long time ago there was one king than they were many kings  now we only have kongs without balls than there is trumpy  the king of today kongs without balls
That was painful to watch through,@tafheemyeasir1606,1,0,that was painful to watch through
"It is not Bizarre, you are lying and you are evil.",@allon33,0,0,it is not bizarre you are lying and you are evil
Whoever my dealer is he hoooed me up because this cant be real,@jeai,0,0,whoever my dealer is he hoooed me up because this cant be real
I love it.  Great idea from Trump,@abc-ed1nr,0,0,i love it  great idea from trump
9/10th's of the worlds population knows this is a really bad idea.,@Tigershark-qy2gq,0,0,ths of the worlds population knows this is a really bad idea
I absolutely love the media falling for this one. 😂😂😂😂,@repairworld2367,1,0,i absolutely love the media falling for this one face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
I'm now convinced without a shadow of a doubt these guys not mentally well.,@MB-pc4cs,2,0,im now convinced without a shadow of a doubt these guys not mentally well
Niveau has left the world direction mars ...,@maurice2759,0,0,niveau has left the world direction mars 
Hope that Iran will solve the problem and get rid off Trump and Netanjahu. If noone else can do it.,@j.weasel-flink,1,0,hope that iran will solve the problem and get rid off trump and netanjahu if noone else can do it
Show must go on💪🇺🇸🇺🇸🇺🇸💪,@Iñaki-e1b,1,0,show must go onflexed_bicepsflexed_biceps
Lyrics:Donald Trump to set you freeBringing the light for all to seeNo more tunnels no more fearTrump Gaza is finally hereTrump Gaza shining brightGolden future a brand new lightPeace and dance the deal is doneTrump Gaza Number OneTrump Gaza shining brightGolden Future a brand new lightFeast and dance the deal is doneTrump Gaza Number One,@FatalistDC,3,3,lyricsdonald trump to set you freebringing the light for all to seeno more tunnels no more feartrump gaza is finally heretrump gaza shining brightgolden future a brand new lightpeace and dance the deal is donetrump gaza number onetrump gaza shining brightgolden future a brand new lightfeast and dance the deal is donetrump gaza number one
TRUMP GAZA IS FINALLY HERE!,@JDC352,1,0,trump gaza is finally here
"So illegal immigration to the US is unacceptable, but illegal immigration to Gaza is fine?",@blank54620,1,2,so illegal immigration to the us is unacceptable but illegal immigration to gaza is fine
Trump = Murderer.                    Netanyahu = Murderer.                           Both are not considered as Human anymore,@daneialjavaid1065,1,0,trump  murderer                    netanyahu  murderer                           both are not considered as human anymore
"I want to think that all of this is a global candid camera joke, run by either aliens or some prankster in the matrix.",@backslash68,2,0,i want to think that all of this is a global candid camera joke run by either aliens or some prankster in the matrix
Das Video kann nicht echt sein?,@danahartmann1423,0,0,das video kann nicht echt sein
What happened with us? I think that we're living alternative reality,@Roquetdb,0,0,what happened with us i think that were living alternative reality
Look at all these enemies of America saying how terrible it is,@HughGoldspiel,0,0,look at all these enemies of america saying how terrible it is
"Mad man on throne of the most powerful country,now thing who elected him,are they normal? 🤣",@chris74288,0,1,mad man on throne of the most powerful countrynow thing who elected himare they normal rolling_on_the_floor_laughing
This man is sick beyond belief.,@46kevs,0,0,this man is sick beyond belief
Wait until we see ones about the Ukrainian minerals and business in Russia.,@mambaman9363,2,0,wait until we see ones about the ukrainian minerals and business in russia
It's been like two days and I'm still laughing. Four more years of the content president to go folks 🥂,@shanustheanus,4,2,its been like two days and im still laughing four more years of the content president to go folks clinking_glasses
"Shameless, just shameless!! 🤢",@rebelvision8247,11,0,shameless just shameless nauseated_face
I cannot believe it. This is the end.,@snoopjohnb9004,10,0,i cannot believe it this is the end
Ha ha satirical masterclass and got the desired affect 🤣,@Washynumber9,2,0,ha ha satirical masterclass and got the desired affect rolling_on_the_floor_laughing
Is this the trailer of the new Leslie Nielsen movie??,@HenryJuice,1,0,is this the trailer of the new leslie nielsen movie
this is the most cringe think i have ever seen,@MackTheKnife149,1,0,this is the most cringe think i have ever seen
He is an absolute wally,@ShaneC27,1,0,he is an absolute wally
America wants to be the villain so baaaaad.,@kekguy,3,0,america wants to be the villain so baaaaad
"I'm not going to lie. If I travel to Gaza for vacation, I will buy one of those golden statues as a souvenir.",@nighthunter3824,9,2,im not going to lie if i travel to gaza for vacation i will buy one of those golden statues as a souvenir
This is a place where only 2.2 million Palestinians who talk about human rights are violating human rights today only Palestine,@RafsanPatwary-u6w,0,0,this is a place where only  million palestinians who talk about human rights are violating human rights today only palestine
This advertisement is an insult to the Palestinians who were kicked out of their land and were martyred by America and Israel,@hadilol,5,0,this advertisement is an insult to the palestinians who were kicked out of their land and were martyred by america and israel
We got this before gta6😂,@priyansh4747,0,0,we got this before gtaface_with_tears_of_joy
"who even thought of creating this advertisement, yet alone post it",@hadilol,3,0,who even thought of creating this advertisement yet alone post it
"who even thought of creating this advertisement, yet alone post it",@hadilol,59,3,who even thought of creating this advertisement yet alone post it
This advertisement is an insult to the Palestinians who were kicked out of their land and were martyred by America and Israel,@hadilol,13,0,this advertisement is an insult to the palestinians who were kicked out of their land and were martyred by america and israel
